id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd,year,month
R029665,11/4/2021,Britz,Neukölln,low,52.44943,13.44744,3_room,3,88,5,5,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,TRUE,TRUE,TRUE,Parchimer Allee,U7,6,8.81,745,328,1074,8.47,FALSE,3,1160,2021,11
R029666,10/3/2022,Konradshöhe,Reinickendorf,medium,52.61267,13.22994,2_room,2,26.7,0,3,post_war_1949_1990,G,vorderhaus,modernisiert,FALSE,TRUE,TRUE,Jungfernheide U,U7,110,14.65,189,102,291,7.09,TRUE,3,315,2022,10
R029667,3/16/2024,Falkenhagener Feld,Spandau,low,52.54933,13.17074,3_room,3,71,1,5,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Mehringdamm,U7,182,14.47,468,220,688,6.59,TRUE,2,743,2024,3
R029668,4/11/2022,Tempelhof,Tempelhof-Schöneberg,medium,52.45748,13.38101,4_room,4,97.5,4,5,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,FALSE,FALSE,Ostbahnhof,Stadtbahn,73,6.54,1216,266,1482,12.47,FALSE,3,1601,2022,4
R029669,7/27/2020,Friedenau,Tempelhof-Schöneberg,high,52.47552,13.32794,3_room,3,80.6,2,5,altbau_pre_1949,G,hinterhaus,modernisiert,FALSE,TRUE,FALSE,Schöneberg S,S Ringbahn,24,5.65,804,313,1117,9.97,FALSE,3,1206,2020,7
R029670,10/8/2021,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51528,13.44473,3_room,3,97.1,3,5,altbau_pre_1949,H,seitenflügel,saniert,FALSE,FALSE,FALSE,Mohrenstraße,U2,57,4.54,1229,302,1531,12.66,TRUE,2,1654,2021,10
R029671,5/7/2025,Konradshöhe,Reinickendorf,medium,52.60318,13.23672,2_room,2,59.8,1,5,new_post_2010,A,vorderhaus,saniert,TRUE,TRUE,FALSE,Siemensdamm,U7,96,13.57,1037,223,1261,17.36,TRUE,1,1362,2025,5
R029672,12/7/2024,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48461,13.32168,1_room,1,40.5,1,4,modern_1990_2010,D,hinterhaus,saniert,TRUE,FALSE,FALSE,Bayerischer Platz,U7,25,5.18,710,130,840,17.55,FALSE,3,907,2024,12
R029673,1/21/2025,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.49392,13.30747,2_room,2,46.7,4,5,post_war_1949_1990,F,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Konstanzer Straße,U7,8,5.37,911,176,1087,19.53,FALSE,2,1174,2025,1
R029674,8/29/2024,Neukölln (Ort),Neukölln,medium,52.48074,13.44298,1_room,1,36.8,2,4,post_war_1949_1990,F,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Neukölln S,S Ringbahn,25,5.93,348,93,441,9.47,FALSE,2,476,2024,8
R029675,8/16/2022,Kaulsdorf,Marzahn-Hellersdorf,low,52.50549,13.58566,4_room,4,110.5,3,5,post_war_1949_1990,E,vorderhaus,saniert,FALSE,TRUE,FALSE,Residenzstraße,U8,208,14.12,781,394,1176,7.07,TRUE,3,1270,2022,8
R029676,3/30/2020,Frohnau,Reinickendorf,medium,52.63373,13.29089,4_room,4,115.5,0,5,altbau_pre_1949,E,hinterhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Hermannplatz,U7,225,14.31,826,416,1242,7.15,TRUE,3,1341,2020,3
R029677,5/5/2025,Tempelhof,Tempelhof-Schöneberg,medium,52.46766,13.39513,3_room,3,66.6,3,4,post_war_1949_1990,F,vorderhaus,renoviert,FALSE,FALSE,FALSE,Südkreuz,S Ringbahn,22,5.54,684,177,861,10.27,TRUE,1,930,2025,5
R029678,1/13/2023,Prenzlauer Berg,Pankow,high,52.53726,13.41826,4_room,4,110.1,4,4,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Senefelderplatz,U2,8,3.6,1922,541,2462,17.46,FALSE,3,2659,2023,1
R029679,5/12/2025,Französisch Buchholz,Pankow,medium,52.60067,13.43337,1_room,1,29.9,4,5,modern_1990_2010,C,vorderhaus,saniert,TRUE,TRUE,FALSE,Paracelsus-Bad,U8,77,10.11,515,117,632,17.22,FALSE,3,682,2025,5
R029680,4/29/2020,Wedding,Mitte,medium,52.55012,13.36046,3_room,3,84.4,4,4,altbau_pre_1949,E,vorderhaus,saniert,FALSE,TRUE,TRUE,Ernst-Reuter-Platz,U2,53,3.94,1148,303,1450,13.59,TRUE,2,1567,2020,4
R029681,6/5/2024,Hermsdorf,Reinickendorf,medium,52.61548,13.2955,4_room,4,84.9,1,3,post_war_1949_1990,B,gartenhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Paracelsus-Bad,U8,73,12.35,968,247,1215,11.41,TRUE,3,1312,2024,6
R029682,10/18/2023,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.48484,13.29851,3_room,3,88.6,3,4,altbau_pre_1949,F,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Nollendorfplatz,U1,60,6.4,1159,411,1570,13.08,FALSE,2,1695,2023,10
R029683,4/25/2021,Müggelheim,Treptow-Köpenick,low,52.41966,13.68414,2_room,2,54,3,3,post_war_1949_1990,C,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Bayerischer Platz,U7,293,23.38,363,185,548,6.72,FALSE,2,592,2021,4
R029684,6/17/2022,Französisch Buchholz,Pankow,medium,52.59408,13.44873,2_room,2,60.7,3,4,post_war_1949_1990,B,hinterhaus,renoviert,FALSE,TRUE,FALSE,Wittenbergplatz,U1,151,9.89,557,171,729,9.18,FALSE,3,787,2022,6
R029685,6/15/2025,Französisch Buchholz,Pankow,medium,52.59798,13.4363,3_room,3,89,3,5,modern_1990_2010,D,hinterhaus,modernisiert,TRUE,FALSE,TRUE,Wittenau U,U8,86,9.91,1201,305,1506,13.49,TRUE,3,1626,2025,6
R029686,1/5/2022,Nikolassee,Steglitz-Zehlendorf,high,52.43443,13.20835,4_room,4,99.7,0,5,post_war_1949_1990,E,seitenflügel,renoviert,TRUE,TRUE,FALSE,Schlachtensee,S1,22,14.64,1589,357,1946,15.94,FALSE,3,2101,2022,1
R029687,1/9/2021,Weißensee,Pankow,medium,52.55119,13.45758,2_room,2,89.5,5,5,altbau_pre_1949,H,gartenhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Moritzplatz,U8,83,6.65,647,328,975,7.22,FALSE,1,1053,2021,1
R029688,1/31/2024,Reinickendorf (Ort),Reinickendorf,low,52.5746,13.34126,3_room,3,111.4,1,4,modern_1990_2010,D,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Gesundbrunnen S,S Ringbahn,55,6.93,957,423,1380,8.59,FALSE,3,1491,2024,1
R029689,3/5/2024,Wedding,Mitte,medium,52.54102,13.3469,2_room,2,50.6,7,8,post_war_1949_1990,G,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Jungfernheide U,U7,52,3.45,511,136,647,10.1,TRUE,3,699,2024,3
R029690,6/9/2025,Schöneberg,Tempelhof-Schöneberg,high,52.4815,13.36353,2_room,2,70.3,1,3,new_post_2010,A,gartenhaus,saniert,TRUE,TRUE,FALSE,Friedenau S,S1,30,3.99,2143,224,2367,30.49,FALSE,2,2557,2025,6
R029691,9/12/2023,Grunewald,Charlottenburg-Wilmersdorf,high,52.48425,13.25373,4_room,4,103,1,6,post_war_1949_1990,F,vorderhaus,saniert,TRUE,TRUE,FALSE,Konstanzer Straße,U7,52,9.12,2276,445,2721,22.1,FALSE,2,2939,2023,9
R029692,10/25/2024,Französisch Buchholz,Pankow,medium,52.59361,13.44247,4_room,4,181.5,3,3,altbau_pre_1949,G,hinterhaus,modernisiert,FALSE,FALSE,FALSE,Gesundbrunnen U,U8,74,9.65,1913,521,2434,10.54,FALSE,1,2629,2024,10
R029693,4/7/2023,Biesdorf,Marzahn-Hellersdorf,low,52.51057,13.53515,1_room,1,40.6,3,4,new_post_2010,D,vorderhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Innsbrucker Platz,S Ringbahn,178,10.67,453,201,654,11.17,TRUE,2,706,2023,4
R029694,9/1/2022,Mitte (Ort),Mitte,high,52.52088,13.41675,2_room,2,62.3,1,4,altbau_pre_1949,H,vorderhaus,saniert,FALSE,FALSE,TRUE,Rosa-Luxemburg-Platz,U2,16,2.69,1203,225,1427,19.29,TRUE,3,1541,2022,9
R029695,11/1/2022,Märkisches Viertel,Reinickendorf,low,52.603,13.3411,1_room,1,32.5,3,5,post_war_1949_1990,F,vorderhaus,renoviert,TRUE,TRUE,TRUE,Residenzstraße,U8,55,9.95,214,120,333,6.57,TRUE,3,360,2022,11
R029696,2/7/2022,Reinickendorf (Ort),Reinickendorf,low,52.57889,13.32066,2_room,2,70.5,2,5,post_war_1949_1990,F,vorderhaus,saniert,TRUE,TRUE,FALSE,Residenzstraße,U8,22,7.96,517,187,703,7.33,FALSE,2,760,2022,2
R029697,1/5/2021,Mariendorf,Tempelhof-Schöneberg,medium,52.43148,13.37947,5_room_plus,5,131.3,3,4,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,FALSE,TRUE,FALSE,Mehringdamm,U7,74,9.43,1014,420,1434,7.72,FALSE,2,1548,2021,1
R029698,10/4/2020,Adlershof,Treptow-Köpenick,medium,52.43657,13.54754,4_room,4,102.8,1,4,modern_1990_2010,D,seitenflügel,saniert,TRUE,FALSE,TRUE,Parchimer Allee,U7,84,14.52,938,332,1270,9.13,FALSE,3,1372,2020,10
R029699,7/14/2022,Buch,Pankow,low,52.63683,13.48283,1_room,1,30.3,5,5,altbau_pre_1949,F,seitenflügel,saniert,TRUE,FALSE,FALSE,Ruhleben,U2,262,15.17,232,146,378,7.67,TRUE,3,409,2022,7
R029700,5/25/2023,Karow,Pankow,low,52.61914,13.47362,2_room,2,45.4,6,6,altbau_pre_1949,F,vorderhaus,renoviert,FALSE,FALSE,FALSE,Paracelsus-Bad,U8,119,13.14,532,235,767,11.72,FALSE,2,828,2023,5
R029701,4/17/2021,Rudow,Neukölln,low,52.40858,13.49617,1_room,1,38.4,0,5,post_war_1949_1990,D,gartenhaus,kernsaniert,TRUE,TRUE,FALSE,Alexanderplatz S,Stadtbahn,152,14.42,187,119,306,4.87,FALSE,2,331,2021,4
R029702,8/31/2025,Gropiusstadt,Neukölln,low,52.43434,13.46774,4_room,4,125.5,4,5,post_war_1949_1990,D,vorderhaus,modernisiert,TRUE,TRUE,TRUE,Parchimer Allee,U7,33,10.97,867,357,1225,6.91,FALSE,3,1323,2025,8
R029703,6/17/2020,Dahlem,Steglitz-Zehlendorf,high,52.4526,13.27949,2_room,2,43.1,2,4,modern_1990_2010,A_plus,gartenhaus,saniert,TRUE,FALSE,FALSE,Charlottenburg S,Stadtbahn,71,9.72,749,133,882,17.37,FALSE,3,953,2020,6
R029704,10/1/2023,Westend,Charlottenburg-Wilmersdorf,high,52.50232,13.27611,4_room,4,159.9,0,4,post_war_1949_1990,G,seitenflügel,modernisiert,TRUE,TRUE,FALSE,Bismarckstraße,U7,35,7.05,2209,645,2854,13.81,TRUE,3,3082,2023,10
R029705,6/7/2024,Kladow,Spandau,medium,52.4575,13.13086,2_room,2,70.9,3,6,altbau_pre_1949,E,vorderhaus,renoviert,FALSE,TRUE,FALSE,Nikolassee,S1,53,17.95,770,278,1047,10.86,TRUE,3,1131,2024,6
R029706,9/16/2021,Karow,Pankow,low,52.6158,13.46657,1_room,1,48.6,0,6,altbau_pre_1949,E,seitenflügel,kernsaniert,TRUE,TRUE,TRUE,Kurfürstendamm,U1,188,12.59,510,153,663,10.5,TRUE,3,716,2021,9
R029707,3/5/2020,Köpenick (Ort),Treptow-Köpenick,medium,52.45327,13.5786,2_room,2,76.8,0,5,post_war_1949_1990,E,vorderhaus,saniert,FALSE,TRUE,FALSE,Bülowstraße,U2,191,15.3,610,274,884,7.94,FALSE,2,955,2020,3
R029708,2/2/2026,Haselhorst,Spandau,low,52.54242,13.23499,1_room,1,37.5,0,3,post_war_1949_1990,E,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Pankstraße,U8,131,10.08,361,133,494,9.64,FALSE,3,534,2026,2
R029709,9/24/2025,Neukölln (Ort),Neukölln,medium,52.47657,13.44919,1_room,1,37,2,4,post_war_1949_1990,G,hinterhaus,modernisiert,FALSE,FALSE,TRUE,Rathaus Neukölln,U7,0,6.55,378,112,490,10.23,TRUE,2,529,2025,9
R029710,2/28/2025,Französisch Buchholz,Pankow,medium,52.59869,13.42922,1_room,1,32,5,5,altbau_pre_1949,E,vorderhaus,saniert,FALSE,TRUE,FALSE,Wittenau U,U8,90,9.8,454,90,544,14.16,TRUE,3,587,2025,2
R029711,3/5/2025,Mitte (Ort),Mitte,high,52.5216,13.38525,5_room_plus,5,171.6,0,5,altbau_pre_1949,F,gartenhaus,renoviert,FALSE,TRUE,FALSE,Heinrich-Heine-Straße,U8,15,0.78,4839,607,5446,28.2,FALSE,1,5882,2025,3
R029712,10/19/2020,Biesdorf,Marzahn-Hellersdorf,low,52.50051,13.548,4_room,4,98.9,2,8,post_war_1949_1990,E,hinterhaus,renovierungsbedürftig,FALSE,TRUE,TRUE,Neukölln S,S Ringbahn,107,11.66,412,369,781,4.17,FALSE,1,844,2020,10
R029713,11/21/2020,Falkenberg,Lichtenberg,low,52.57861,13.5362,2_room,2,47.4,4,4,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,TRUE,FALSE,FALSE,Märkisches Museum,U2,147,12.76,242,144,386,5.11,TRUE,3,417,2020,11
R029714,5/3/2024,Grunewald,Charlottenburg-Wilmersdorf,high,52.50159,13.25536,2_room,2,63.8,0,3,new_post_2010,D,gartenhaus,kernsaniert,FALSE,FALSE,TRUE,Schlachtensee,S1,74,8.44,1536,247,1783,24.06,FALSE,3,1925,2024,5
R029715,11/6/2025,Friedenau,Tempelhof-Schöneberg,high,52.46019,13.31494,2_room,2,56.8,5,5,new_post_2010,A_plus,vorderhaus,saniert,TRUE,FALSE,FALSE,Gesundbrunnen U,U8,116,7.55,1306,145,1451,22.98,FALSE,2,1567,2025,11
R029716,8/23/2022,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48364,13.31999,4_room,4,100.5,2,4,post_war_1949_1990,E,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Hohenzollerndamm S,S Ringbahn,4,5.33,1623,358,1981,16.14,FALSE,3,2140,2022,8
R029717,7/24/2025,Nikolassee,Steglitz-Zehlendorf,high,52.42549,13.18829,1_room,1,44.1,1,4,altbau_pre_1949,E,vorderhaus,modernisiert,FALSE,FALSE,FALSE,Nikolassee,S1,4,16.33,1185,120,1306,26.91,FALSE,3,1410,2025,7
R029718,12/15/2022,Gatow,Spandau,medium,52.47995,13.16732,2_room,2,64,4,5,post_war_1949_1990,E,gartenhaus,saniert,FALSE,TRUE,FALSE,Savignyplatz,Stadtbahn,120,14.8,352,242,594,5.5,FALSE,3,642,2022,12
R029719,4/7/2020,Zehlendorf,Steglitz-Zehlendorf,high,52.42076,13.25806,4_room,4,93.7,2,4,post_war_1949_1990,B,gartenhaus,renoviert,FALSE,TRUE,TRUE,Zehlendorf S,S1,1,13.36,1660,371,2031,17.71,TRUE,2,2194,2020,4
R029720,5/3/2020,Karow,Pankow,low,52.61851,13.45456,2_room,2,49.7,0,6,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Ostbahnhof,Stadtbahn,152,12.5,355,189,544,7.14,TRUE,3,588,2020,5
R029721,11/19/2020,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.49356,13.31546,3_room,3,82.9,0,4,post_war_1949_1990,F,vorderhaus,kernsaniert,TRUE,TRUE,TRUE,Hohenzollerndamm S,S Ringbahn,4,4.91,982,290,1272,11.85,FALSE,3,1373,2020,11
R029722,10/4/2021,Grunewald,Charlottenburg-Wilmersdorf,high,52.48489,13.25541,4_room,4,81.8,2,4,modern_1990_2010,C,vorderhaus,saniert,TRUE,FALSE,TRUE,Hermannplatz,U7,143,8.98,2301,294,2595,28.15,FALSE,3,2803,2021,10
R029723,4/29/2024,Lichtenberg (Ort),Lichtenberg,medium,52.51014,13.49306,5_room_plus,5,103,5,5,altbau_pre_1949,F,vorderhaus,renoviert,FALSE,TRUE,TRUE,Frankfurter Allee,S Ringbahn,21,7.84,1394,372,1766,13.53,FALSE,2,1907,2024,4
R029724,8/10/2024,Köpenick (Ort),Treptow-Köpenick,medium,52.43757,13.56068,2_room,2,75.4,4,4,post_war_1949_1990,B,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Frankfurter Allee,S Ringbahn,125,15.17,1001,242,1243,13.27,FALSE,3,1342,2024,8
R029725,9/19/2021,Baumschulenweg,Treptow-Köpenick,medium,52.46732,13.46376,4_room,4,82.1,4,5,altbau_pre_1949,H,vorderhaus,kernsaniert,FALSE,FALSE,TRUE,Johannisthaler Chaussee,U7,55,7.98,605,248,854,7.38,FALSE,1,922,2021,9
R029726,5/2/2023,Weißensee,Pankow,medium,52.55761,13.46365,2_room,2,42.2,3,3,modern_1990_2010,E,hinterhaus,kernsaniert,TRUE,FALSE,FALSE,Ernst-Reuter-Platz,U2,132,7.41,530,216,746,12.56,FALSE,3,806,2023,5
R029727,12/4/2022,Wedding,Mitte,medium,52.54677,13.34329,1_room,1,33.6,4,4,altbau_pre_1949,G,hinterhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Bismarckstraße,U7,62,4.11,294,135,429,8.76,FALSE,2,463,2022,12
R029728,11/7/2024,Friedrichshain,Friedrichshain-Kreuzberg,high,52.52047,13.44794,3_room,3,85.7,3,6,post_war_1949_1990,E,hinterhaus,saniert,FALSE,TRUE,FALSE,Eisenacher Straße,U7,96,4.78,1355,284,1639,15.81,FALSE,1,1770,2024,11
R029729,1/11/2023,Tegel,Reinickendorf,medium,52.58426,13.28879,3_room,3,79.3,5,5,modern_1990_2010,D,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Mohrenstraße,U2,126,9.66,1148,289,1437,14.48,FALSE,1,1552,2023,1
R029730,9/13/2021,Mahlsdorf,Marzahn-Hellersdorf,low,52.50521,13.6253,1_room,1,37.1,1,5,post_war_1949_1990,E,vorderhaus,saniert,TRUE,FALSE,FALSE,Jannowitzbrücke,Stadtbahn,169,16.8,245,128,373,6.6,FALSE,2,403,2021,9
R029731,12/2/2024,Hohenschönhausen,Lichtenberg,low,52.5647,13.50064,2_room,2,75.2,3,3,new_post_2010,B,gartenhaus,modernisiert,TRUE,TRUE,TRUE,Rathaus Neukölln,U7,122,9.9,1147,214,1360,15.25,FALSE,3,1469,2024,12
R029732,9/6/2025,Kaulsdorf,Marzahn-Hellersdorf,low,52.50147,13.5953,2_room,2,61,1,5,post_war_1949_1990,G,vorderhaus,kernsaniert,FALSE,FALSE,FALSE,Pankow U2,U2,177,14.82,354,158,511,5.79,FALSE,3,552,2025,9
R029733,4/22/2023,Lichtenberg (Ort),Lichtenberg,medium,52.52381,13.50142,3_room,3,54.5,1,3,altbau_pre_1949,G,seitenflügel,saniert,FALSE,FALSE,FALSE,Rathaus Neukölln,U7,66,8.41,440,261,701,8.08,FALSE,2,757,2023,4
R029734,4/2/2020,Westend,Charlottenburg-Wilmersdorf,high,52.5246,13.27596,5_room_plus,5,81.8,3,4,modern_1990_2010,A_plus,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Jungfernheide U,U7,39,6.95,1170,267,1438,14.31,TRUE,3,1553,2020,4
R029735,4/16/2026,Falkenberg,Lichtenberg,low,52.58692,13.51984,4_room,4,130.8,3,3,post_war_1949_1990,F,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Bismarckstraße,U7,215,12.41,1127,410,1537,8.62,FALSE,3,1660,2026,4
R029736,6/19/2023,Mariendorf,Tempelhof-Schöneberg,medium,52.44051,13.39847,1_room,1,41.4,2,5,post_war_1949_1990,D,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Ostkreuz,S Ringbahn,113,8.54,512,156,668,12.37,FALSE,3,721,2023,6
R029737,8/5/2024,Hermsdorf,Reinickendorf,medium,52.61543,13.29545,2_room,2,59.8,5,5,new_post_2010,A_plus,vorderhaus,saniert,TRUE,TRUE,FALSE,Nikolassee,S1,265,12.35,1049,235,1284,17.55,FALSE,3,1387,2024,8
R029738,8/8/2024,Wittenau,Reinickendorf,low,52.58694,13.33437,1_room,1,34.2,2,3,new_post_2010,A,vorderhaus,modernisiert,TRUE,TRUE,TRUE,Pankstraße,U8,79,8.38,510,117,627,14.92,FALSE,1,677,2024,8
R029739,6/24/2023,Baumschulenweg,Treptow-Köpenick,medium,52.46708,13.46687,3_room,3,82.8,2,5,post_war_1949_1990,E,seitenflügel,renoviert,TRUE,FALSE,FALSE,Leinestraße,U8,39,8.15,933,324,1258,11.27,TRUE,3,1358,2023,6
R029740,2/27/2024,Haselhorst,Spandau,low,52.55124,13.22791,3_room,3,115.2,0,3,altbau_pre_1949,G,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Hermannstraße S,S Ringbahn,193,10.85,909,413,1323,7.89,TRUE,3,1429,2024,2
R029741,9/12/2022,Rudow,Neukölln,low,52.412,13.48297,2_room,2,47,4,6,modern_1990_2010,A,hinterhaus,renovierungsbedürftig,FALSE,FALSE,FALSE,Klosterstraße,U2,148,13.62,422,238,660,8.99,FALSE,2,713,2022,9
R029742,3/14/2025,Mariendorf,Tempelhof-Schöneberg,medium,52.43544,13.38289,2_room,2,50.3,7,8,modern_1990_2010,C,hinterhaus,saniert,TRUE,TRUE,FALSE,Friedenau S,S1,64,9,734,183,917,14.58,FALSE,2,990,2025,3
R029743,4/18/2025,Borsigwalde,Reinickendorf,low,52.58567,13.29875,1_room,1,38.2,3,3,post_war_1949_1990,F,vorderhaus,renoviert,FALSE,TRUE,FALSE,Karl-Bonhoeffer-Nervenklinik,U8,38,9.38,345,106,451,9.03,TRUE,2,487,2025,4
R029744,3/16/2023,Halensee,Charlottenburg-Wilmersdorf,high,52.48762,13.30544,1_room,1,34.3,4,6,new_post_2010,A_plus,vorderhaus,kernsaniert,TRUE,TRUE,FALSE,Halensee S,S Ringbahn,2,5.84,1019,123,1143,29.72,FALSE,2,1234,2023,3
R029745,11/8/2025,Hermsdorf,Reinickendorf,medium,52.61961,13.29885,1_room,1,32,1,8,altbau_pre_1949,D,vorderhaus,kernsaniert,FALSE,TRUE,FALSE,Wannsee,S1,285,12.66,429,126,556,13.42,TRUE,3,600,2025,11
R029746,12/23/2021,Wedding,Mitte,medium,52.54194,13.38852,2_room,2,56.3,0,5,altbau_pre_1949,B,vorderhaus,renovierungsbedürftig,TRUE,TRUE,FALSE,Voltastraße,U8,26,2.94,970,195,1165,17.23,FALSE,1,1258,2021,12
R029747,4/25/2021,Köpenick (Ort),Treptow-Köpenick,medium,52.44321,13.57577,5_room_plus,5,146,1,5,new_post_2010,A_plus,seitenflügel,renovierungsbedürftig,TRUE,FALSE,FALSE,Hermannstraße,U8,122,15.68,2111,558,2669,14.46,TRUE,2,2883,2021,4
R029748,12/30/2023,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.5287,13.2917,4_room,4,155.3,1,6,post_war_1949_1990,C,vorderhaus,modernisiert,FALSE,TRUE,FALSE,Jungfernheide U,U7,3,5.98,2587,808,3395,16.65,TRUE,3,3666,2023,12
R029749,11/8/2024,Wedding,Mitte,medium,52.53918,13.34417,3_room,3,75.6,3,3,post_war_1949_1990,B,hinterhaus,renovierungsbedürftig,FALSE,TRUE,TRUE,Zwickauer Damm,U7,203,3.41,783,239,1021,10.35,FALSE,3,1103,2024,11
R029750,1/12/2020,Wartenberg,Lichtenberg,low,52.58252,13.52607,2_room,2,74.4,0,5,post_war_1949_1990,D,vorderhaus,saniert,TRUE,TRUE,FALSE,Görlitzer Bahnhof,U1,135,12.44,449,230,679,6.03,FALSE,3,733,2020,1
R029751,10/21/2024,Karlshorst,Lichtenberg,medium,52.48661,13.53198,3_room,3,97.5,2,4,altbau_pre_1949,F,vorderhaus,saniert,FALSE,FALSE,TRUE,Warschauer Straße S,Stadtbahn,75,10.95,1193,266,1459,12.23,FALSE,2,1576,2024,10
R029752,3/28/2021,Neukölln (Ort),Neukölln,medium,52.47772,13.45124,4_room,4,133.9,0,5,altbau_pre_1949,E,seitenflügel,modernisiert,FALSE,TRUE,FALSE,Möckernbrücke,U1,57,6.57,1078,336,1413,8.05,FALSE,2,1526,2021,3
R029753,2/18/2022,Britz,Neukölln,low,52.4513,13.4505,1_room,1,28.8,0,4,post_war_1949_1990,F,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Parchimer Allee,U7,1,8.75,228,93,321,7.91,TRUE,3,347,2022,2
R029754,11/3/2024,Lankwitz,Steglitz-Zehlendorf,medium,52.44482,13.32007,1_room,1,28.5,2,5,post_war_1949_1990,F,gartenhaus,kernsaniert,TRUE,TRUE,FALSE,Tiergarten S,Stadtbahn,107,8.86,369,73,441,12.92,TRUE,3,477,2024,11
R029755,6/16/2024,Treptow,Treptow-Köpenick,medium,52.49392,13.44514,3_room,3,66.5,0,4,altbau_pre_1949,F,gartenhaus,saniert,FALSE,FALSE,FALSE,Tempelhof S,S Ringbahn,72,5.2,745,222,967,11.21,FALSE,3,1045,2024,6
R029756,3/22/2026,Hellersdorf,Marzahn-Hellersdorf,low,52.54607,13.58609,2_room,2,64.3,0,4,new_post_2010,A,vorderhaus,renoviert,FALSE,FALSE,FALSE,Kottbusser Tor,U1,164,14.48,663,225,888,10.31,FALSE,3,959,2026,3
R029757,9/3/2025,Neukölln (Ort),Neukölln,medium,52.47646,13.43324,2_room,2,48.4,3,4,altbau_pre_1949,F,hinterhaus,modernisiert,FALSE,TRUE,TRUE,Rathaus Neukölln,U7,1,5.81,917,151,1068,18.93,TRUE,2,1153,2025,9
R029758,6/24/2020,Marienfelde,Tempelhof-Schöneberg,low,52.40749,13.36238,3_room,3,100,0,4,altbau_pre_1949,G,vorderhaus,saniert,FALSE,TRUE,FALSE,Lindauer Allee,U8,227,12.14,836,314,1150,8.36,FALSE,2,1242,2020,6
R029759,1/20/2020,Müggelheim,Treptow-Köpenick,low,52.41256,13.68233,2_room,2,65.9,4,4,modern_1990_2010,B,gartenhaus,modernisiert,TRUE,FALSE,FALSE,Botanischer Garten,S1,303,23.64,634,165,800,9.62,FALSE,1,864,2020,1
R029760,7/20/2024,Gesundbrunnen,Mitte,medium,52.55141,13.38949,2_room,2,56.3,5,8,altbau_pre_1949,E,vorderhaus,kernsaniert,TRUE,FALSE,FALSE,Osloer Straße,U8,9,3.98,1052,215,1267,18.69,TRUE,2,1368,2024,7
R029761,1/27/2026,Lankwitz,Steglitz-Zehlendorf,medium,52.43367,13.33539,5_room_plus,5,200.8,3,3,post_war_1949_1990,G,seitenflügel,renoviert,FALSE,TRUE,FALSE,Kurfürstenstraße,U1,88,9.63,2597,626,3223,12.94,FALSE,2,3481,2026,1
R029762,8/30/2024,Buch,Pankow,low,52.64664,13.48671,3_room,3,79.4,4,4,modern_1990_2010,F,vorderhaus,modernisiert,TRUE,TRUE,FALSE,Altstadt Spandau,U7,271,16.26,1087,290,1377,13.68,FALSE,3,1487,2024,8
